date,temperature,precipitation,winddirection,windspeed,pressure,symbol
2018-04-16T23:00:00,10,0,61.4,0.0,1017.5,Cloudy
2018-04-17T00:00:00,11,0,259.8,2.2,1018.0,Cloudy
2018-04-17T01:00:00,12,0,265.7,2.3,1018.5,Cloudy
2018-04-17T02:00:00,10,0,277.3,3.7,1018.9,Cloudy
2018-04-17T03:00:00,9,0,278.1,3.3,1019.5,Cloudy
2018-04-17T04:00:00,9,0,287.9,1.3,1019.8,Cloudy
2018-04-17T05:00:00,9,0,251.9,1.5,1020.1,Cloudy
2018-04-17T06:00:00,9,0,239.7,1.9,1020.3,Cloudy
2018-04-17T07:00:00,9,0,242.9,1.9,1020.9,Cloudy
2018-04-17T08:00:00,10,0,246.2,2.8,1020.9,Partly cloudy
2018-04-17T09:00:00,11,0,247.6,3.0,1021.8,Fair
2018-04-17T10:00:00,12,0,251.4,3.0,1022.5,Partly cloudy
2018-04-17T11:00:00,13,0,248.8,3.4,1023.2,Fair
2018-04-17T12:00:00,14,0,246.9,3.3,1023.4,Fair
2018-04-17T13:00:00,15,0,242.9,3.0,1023.6,Partly cloudy
2018-04-17T14:00:00,16,0,246.1,4.0,1023.8,Partly cloudy
2018-04-17T15:00:00,16,0,248.8,4.6,1024.0,Cloudy
2018-04-17T16:00:00,16,0,248.4,4.8,1024.4,Cloudy
2018-04-17T17:00:00,16,0,247.8,4.7,1024.6,Cloudy
2018-04-17T18:00:00,16,0,249.6,4.5,1024.7,Cloudy
2018-04-17T19:00:00,15,0,237.0,3.3,1024.8,Cloudy
2018-04-17T20:00:00,15,0,198.2,2.0,1025.1,Cloudy
2018-04-17T21:00:00,14,0,175.4,1.8,1025.4,Partly cloudy
2018-04-17T22:00:00,13,0,188.0,2.2,1025.6,Partly cloudy
2018-04-17T23:00:00,12,0,194.8,2.7,1025.7,Partly cloudy
2018-04-18T00:00:00,11,0,205.5,2.5,1025.9,Partly cloudy
2018-04-18T01:00:00,11,0,213.0,2.7,1026.3,Cloudy
2018-04-18T02:00:00,11,0,209.3,3.4,1026.1,Fair
2018-04-18T03:00:00,11,0,207.3,3.4,1026.2,Clear sky
2018-04-18T04:00:00,10,0,212.4,3.0,1026.3,Partly cloudy
2018-04-18T05:00:00,10,0,223.9,2.8,1026.4,Partly cloudy
2018-04-18T06:00:00,10,0,232.4,3.0,1026.5,Partly cloudy
2018-04-18T07:00:00,11,0,236.4,3.2,1026.5,Partly cloudy
2018-04-18T08:00:00,12,0,247.0,3.4,1027.0,Partly cloudy
2018-04-18T09:00:00,13,0,253.3,3.7,1027.4,Clear sky
2018-04-18T10:00:00,15,0,253.7,3.7,1028.0,Clear sky
2018-04-18T11:00:00,17,0,256.4,3.8,1028.3,Clear sky
2018-04-18T12:00:00,18,0,258.4,4.4,1028.5,Fair
2018-04-18T13:00:00,19,0,261.7,4.8,1028.8,Partly cloudy
2018-04-18T14:00:00,19,0,259.8,5.4,1029.1,Partly cloudy
2018-04-18T15:00:00,19,0,266.5,6.0,1029.4,Clear sky
2018-04-18T16:00:00,19,0,266.4,5.7,1029.5,Clear sky
2018-04-18T17:00:00,19,0,269.6,5.6,1029.5,Clear sky
2018-04-18T18:00:00,19,0,274.5,5.4,1029.7,Clear sky
2018-04-18T19:00:00,18,0,278.7,4.8,1030.1,Clear sky
2018-04-18T20:00:00,17,0,275.3,3.0,1030.2,Fair
2018-04-18T21:00:00,16,0,263.2,1.6,1031.0,Partly cloudy
2018-04-18T22:00:00,15,0,256.6,1.3,1031.2,Partly cloudy
2018-04-18T23:00:00,14,0,253.0,1.1,1031.2,Partly cloudy
2018-04-19T00:00:00,13,0,237.7,1.1,1031.2,Fair
2018-04-19T01:00:00,12,0,251.0,1.1,1031.3,Partly cloudy
2018-04-19T02:00:00,12,0,252.3,1.3,1031.2,Partly cloudy
2018-04-19T03:00:00,12,0,255.5,1.3,1031.0,Partly cloudy
2018-04-19T04:00:00,11,0,237.0,0.9,1031.3,Fair
2018-04-19T05:00:00,11,0,253.8,0.8,1031.3,Fair
2018-04-19T06:00:00,10,0,264.1,1.0,1031.3,Partly cloudy
2018-04-19T07:00:00,10,0,267.2,0.9,1031.3,Partly cloudy
2018-04-19T08:00:00,12,0,220.3,0.2,1031.0,Partly cloudy
2018-04-19T09:00:00,13,0,116.1,0.8,1031.3,Partly cloudy
2018-04-19T10:00:00,15,0,115.0,1.2,1031.3,Clear sky
2018-04-19T11:00:00,16,0,114.3,1.9,1031.4,Clear sky
2018-04-19T12:00:00,16,0,110.4,2.1,1031.2,Clear sky
2018-04-19T13:00:00,17,0,121.1,2.6,1031.0,Fair
2018-04-19T14:00:00,14,0,130.0,2.8,1031.1,Fair
2018-04-19T15:00:00,14,0,123.2,2.0,1030.8,Partly cloudy
2018-04-19T16:00:00,15,0,108.1,1.6,1030.3,Partly cloudy
2018-04-19T17:00:00,16,0,94.6,1.3,1029.6,Partly cloudy
2018-04-19T18:00:00,16,0,100.4,1.2,1029.1,Partly cloudy
2018-04-19T19:00:00,16,0,119.7,1.2,1028.7,Clear sky
2018-04-19T20:00:00,17,0,155.4,2.2,1028.3,Clear sky
2018-04-19T21:00:00,16,0,162.9,2.3,1028.1,Clear sky
2018-04-19T22:00:00,15,0,170.0,2.0,1027.8,Partly cloudy
2018-04-19T23:00:00,15,0,176.2,1.7,1027.2,Partly cloudy
2018-04-20T00:00:00,15,0,183.4,1.7,1026.8,Partly cloudy
2018-04-20T01:00:00,15,0,202.5,2.0,1026.2,Clear sky
2018-04-20T02:00:00,14,0,202.1,1.8,1025.9,Clear sky
2018-04-20T03:00:00,13,0,187.8,1.4,1025.3,Clear sky
2018-04-20T04:00:00,13,0,168.3,1.3,1024.6,Clear sky
2018-04-20T05:00:00,12,0,155.3,1.4,1023.9,Clear sky
2018-04-20T06:00:00,12,0,151.7,1.3,1023.2,Clear sky
2018-04-20T07:00:00,12,0,160.3,1.0,1022.8,Clear sky
2018-04-20T08:00:00,12,0,128.9,1.0,1022.5,Clear sky
2018-04-20T09:00:00,14,0,132.5,1.4,1021.9,Clear sky
2018-04-20T10:00:00,16,0,139.1,1.8,1021.1,Clear sky
2018-04-20T11:00:00,18,0,149.3,2.1,1020.4,Clear sky
2018-04-20T12:00:00,20,0,166.1,2.5,1019.7,Clear sky
2018-04-20T13:00:00,22,0,178.9,4.1,1018.8,Clear sky
2018-04-20T14:00:00,22,0,196.5,4.0,1017.9,Clear sky
2018-04-20T15:00:00,23,0,218.9,4.5,1016.8,Clear sky
2018-04-20T16:00:00,25,0,235.6,5.8,1015.8,Clear sky
2018-04-20T17:00:00,23,0,257.0,5.9,1015.5,Clear sky
2018-04-20T18:00:00,23,0,265.8,5.9,1015.3,Clear sky
2018-04-20T19:00:00,21,0,283.4,6.5,1015.7,Clear sky
2018-04-20T20:00:00,19,0,286.9,5.5,1016.1,Clear sky
2018-04-20T21:00:00,17,0,279.8,4.6,1016.4,Clear sky
2018-04-20T22:00:00,16,0,280.5,4.8,1016.5,Clear sky
2018-04-20T23:00:00,15,0,293.1,5.5,1017.0,Clear sky
2018-04-21T00:00:00,13,0,298.3,5.3,1017.4,Clear sky
2018-04-21T01:00:00,12,0,296.2,4.7,1017.9,Clear sky
2018-04-21T02:00:00,11,0,300.1,4.7,1018.1,Clear sky
2018-04-21T03:00:00,10,0,298.6,4.1,1018.4,Clear sky
2018-04-21T04:00:00,9,0,296.0,3.9,1018.5,Clear sky
2018-04-21T05:00:00,9,0,291.4,3.5,1018.4,Clear sky
2018-04-21T06:00:00,8,0,288.9,3.7,1018.7,Clear sky
2018-04-21T07:00:00,8,0,290.1,4.2,1019.1,Clear sky
2018-04-21T08:00:00,9,0,294.6,4.5,1018.9,Clear sky
2018-04-21T09:00:00,11,0,293.2,4.7,1019.2,Clear sky
2018-04-21T10:00:00,12,0,295.1,5.1,1019.7,Clear sky
2018-04-21T11:00:00,14,0,296.9,5.3,1020.1,Clear sky
2018-04-21T12:00:00,15,0,299.4,5.4,1020.4,Fair
2018-04-21T13:00:00,15,0,297.2,5.6,1020.3,Fair
2018-04-21T14:00:00,16,0,296.2,6.0,1020.0,Fair
2018-04-21T15:00:00,16,0,296.3,6.0,1020.0,Clear sky
2018-04-21T16:00:00,16,0,294.8,5.9,1019.6,Clear sky
2018-04-21T17:00:00,15,0,294.6,5.7,1019.4,Clear sky
2018-04-21T18:00:00,15,0,297.3,5.6,1019.2,Clear sky
2018-04-21T19:00:00,14,0,298.1,5.2,1019.1,Clear sky
2018-04-21T20:00:00,13,0,300.0,5.6,1019.0,Clear sky
2018-04-21T21:00:00,11,0,296.6,4.2,1019.4,Clear sky
2018-04-21T22:00:00,10,0,296.1,3.7,1019.5,Clear sky
2018-04-21T23:00:00,8,0,292.8,3.4,1019.6,Fair
2018-04-22T00:00:00,7,0,284.3,2.8,1019.6,Partly cloudy
2018-04-22T01:00:00,6,0,278.0,2.9,1019.7,Partly cloudy
2018-04-22T02:00:00,7,0,289.7,3.7,1019.1,Cloudy
2018-04-22T03:00:00,6,0,297.2,3.4,1019.0,Partly cloudy
2018-04-22T04:00:00,6,0,294.0,2.7,1018.7,Partly cloudy
2018-04-22T05:00:00,6,0,293.9,2.2,1018.4,Partly cloudy
2018-04-22T06:00:00,5,0,292.2,2.0,1018.1,Partly cloudy
2018-04-22T07:00:00,5,0,293.7,2.2,1018.0,Partly cloudy
2018-04-22T08:00:00,7,0,304.1,1.8,1017.5,Partly cloudy
2018-04-22T09:00:00,8,0,328.9,0.6,1017.5,Partly cloudy
2018-04-22T10:00:00,9,0,135.7,1.6,1017.4,Partly cloudy
2018-04-22T11:00:00,10,0,132.4,2.4,1017.2,Partly cloudy
2018-04-22T12:00:00,10,0,129.3,2.9,1016.9,Partly cloudy
2018-04-22T13:00:00,11,0,127.8,3.0,1016.3,Partly cloudy
2018-04-22T14:00:00,11,0,124.4,2.8,1015.9,Cloudy
2018-04-22T15:00:00,10,0,119.0,3.1,1015.2,Cloudy
2018-04-22T16:00:00,10,0,118.8,2.6,1014.3,Cloudy
2018-04-22T17:00:00,11,0,116.3,2.3,1013.4,Partly cloudy
2018-04-22T18:00:00,11,0,111.5,2.8,1012.5,Partly cloudy
2018-04-22T19:00:00,10,0,109.0,3.3,1012.1,Fair
2018-04-22T20:00:00,10,0,113.3,2.8,1011.8,Fair
2018-04-22T21:00:00,9,0,115.4,2.8,1011.4,Partly cloudy
2018-04-22T22:00:00,9,0,109.7,2.5,1010.6,Cloudy
2018-04-22T23:00:00,10,0,134.7,2.4,1010.2,Partly cloudy
2018-04-23T00:00:00,10,0,139.0,3.6,1009.4,Cloudy
2018-04-23T01:00:00,10,0,142.0,3.5,1008.5,Partly cloudy
2018-04-23T02:00:00,9,0,130.6,3.0,1007.3,Partly cloudy
2018-04-23T03:00:00,9,0,141.5,2.8,1006.3,Partly cloudy
2018-04-23T04:00:00,10,0,147.5,3.6,1005.3,Cloudy
2018-04-23T05:00:00,10,0,177.5,2.9,1004.4,Cloudy
2018-04-23T06:00:00,11,0,184.9,2.3,1003.4,Cloudy
2018-04-23T07:00:00,11,0,231.3,3.2,1003.1,Fair
2018-04-23T08:00:00,12,0,247.2,4.1,1003.2,Partly cloudy
2018-04-23T09:00:00,13,0,268.4,6.1,1003.8,Clear sky
2018-04-23T10:00:00,14,0,274.9,5.8,1004.7,Fair
2018-04-23T11:00:00,15,0,271.9,5.7,1005.4,Clear sky
2018-04-23T12:00:00,16,0,256.6,6.6,1005.6,Fair
2018-04-23T13:00:00,16,0,258.7,6.7,1005.9,Partly cloudy
2018-04-23T14:00:00,16,0,256.4,6.9,1006.4,Partly cloudy
2018-04-23T15:00:00,16,0,253.4,7.1,1006.5,Partly cloudy
2018-04-23T16:00:00,15,0,256.7,7.3,1006.7,Fair
2018-04-23T17:00:00,15,0,258.2,7.2,1006.9,Partly cloudy
2018-04-23T18:00:00,14,0,261.0,7.2,1007.3,Cloudy
2018-04-23T19:00:00,13,0,260.5,7.0,1007.6,Cloudy
2018-04-23T20:00:00,12,0,254.7,6.1,1008.0,Cloudy
2018-04-23T21:00:00,11,0,247.6,5.3,1008.2,Cloudy
2018-04-23T22:00:00,11,0,249.0,5.3,1008.4,Cloudy
2018-04-23T23:00:00,11,0,244.4,5.2,1008.6,Cloudy
2018-04-24T00:00:00,10,0,243.7,5.3,1008.6,Cloudy
2018-04-24T01:00:00,10,0,247.4,4.8,1008.5,Cloudy
2018-04-24T02:00:00,9,0,239.7,4.1,1008.4,Cloudy
2018-04-24T03:00:00,8,0,228.3,4.1,1007.9,Cloudy
2018-04-24T04:00:00,8,0.6,232.2,4.4,1007.6,Rain
2018-04-24T05:00:00,8,0,216.3,3.4,1007.1,Cloudy
2018-04-24T06:00:00,8,0,207.1,3.8,1006.1,Cloudy
2018-04-24T07:00:00,8,0,205.0,4.8,1005.2,Cloudy
2018-04-24T08:00:00,9,0,204.9,5.4,1004.5,Cloudy
2018-04-24T09:00:00,10,0,219.5,6.2,1004.0,Cloudy
2018-04-24T10:00:00,10,0,235.4,5.9,1003.6,Cloudy
2018-04-24T11:00:00,11,0,243.3,6.9,1003.6,Cloudy
2018-04-24T12:00:00,12,0,248.4,7.8,1003.6,Partly cloudy
2018-04-24T13:00:00,13,0,254.6,8.6,1003.8,Partly cloudy
2018-04-24T14:00:00,12,0,263.7,8.8,1004.5,Partly cloudy
2018-04-24T15:00:00,12,0,264.3,8.9,1004.8,Cloudy
2018-04-24T16:00:00,12,0,266.0,8.8,1005.0,Fair
2018-04-24T17:00:00,12,0,269.2,8.7,1005.4,Fair
2018-04-24T18:00:00,12,0,271.4,8.1,1005.5,Fair
2018-04-24T19:00:00,12,0,271.0,7.4,1005.8,Partly cloudy
2018-04-24T20:00:00,11,0,266.6,6.1,1006.2,Partly cloudy
2018-04-24T21:00:00,10,0,253.2,4.5,1006.6,Partly cloudy
2018-04-24T22:00:00,9,0,243.1,4.0,1006.8,Partly cloudy
2018-04-24T23:00:00,8,0,239.8,3.7,1006.8,Cloudy
2018-04-25T00:00:00,7,0,232.0,3.3,1006.7,Cloudy
2018-04-25T01:00:00,7,0,235.8,3.2,1006.3,Cloudy
2018-04-25T02:00:00,8,0,237.5,3.1,1005.3,Cloudy
2018-04-25T03:00:00,7,0,232.2,2.8,1004.3,Cloudy
2018-04-25T04:00:00,7,0,232.5,2.7,1003.4,Cloudy
2018-04-25T05:00:00,7,0,242.9,2.9,1002.7,Cloudy
2018-04-25T06:00:00,7,0.9,223.3,3.2,1002.3,Rain
2018-04-25T07:00:00,7,1.0,215.6,2.1,1001.8,Heavy rain
2018-04-25T08:00:00,8,0.8,227.3,1.8,1001.4,Rain
2018-04-25T09:00:00,8,0.7,192.8,1.7,1001.0,Rain
2018-04-25T10:00:00,8,0.3,237.1,1.0,1001.0,Rain
2018-04-25T11:00:00,8,0,263.1,1.3,1001.1,Partly cloudy
2018-04-25T12:00:00,10,0,294.4,2.4,1001.3,Partly cloudy
2018-04-25T13:00:00,12,0,283.9,3.0,1001.7,Cloudy
2018-04-25T14:00:00,12,0,282.9,5.3,1002.3,Partly cloudy
2018-04-25T15:00:00,13,0,284.4,5.9,1002.7,Partly cloudy
2018-04-25T16:00:00,13,0,279.4,6.1,1002.8,Partly cloudy
2018-04-25T17:00:00,12,0,272.8,6.6,1003.1,Partly cloudy
2018-04-25T18:00:00,12,0,268.0,6.6,1003.5,Partly cloudy
2018-04-25T19:00:00,11,0,258.2,5.8,1003.7,Partly cloudy
2018-04-25T20:00:00,10,0,256.1,5.7,1003.9,Partly cloudy
2018-04-25T21:00:00,9,0,250.0,4.7,1004.1,Cloudy
2018-04-25T22:00:00,9,0,255.6,4.6,1004.5,Cloudy
2018-04-25T23:00:00,8,0,248.5,4.3,1004.7,Cloudy
2018-04-26T00:00:00,8,0,254.7,4.8,1004.8,Cloudy
2018-04-26T01:00:00,8,0,257.4,4.6,1004.8,Cloudy
2018-04-26T02:00:00,8,0,257.1,4.1,1004.9,Cloudy
2018-04-26T03:00:00,8,0,259.6,4.3,1004.8,Cloudy
2018-04-26T04:00:00,8,0,257.9,4.3,1004.7,Cloudy
2018-04-26T05:00:00,8,0,256.8,4.0,1004.5,Partly cloudy
2018-04-26T06:00:00,8,0,254.7,3.0,1004.5,Cloudy
2018-04-26T07:00:00,7,0,249.0,3.0,1004.6,Cloudy
2018-04-26T08:00:00,8,0,242.9,3.3,1005.1,Cloudy
2018-04-26T09:00:00,9,0,235.6,3.1,1005.1,Cloudy
2018-04-26T10:00:00,11,0,229.9,3.4,1005.1,Cloudy
2018-04-26T11:00:00,12,0,247.1,4.7,1005.4,Cloudy
2018-04-26T12:00:00,12,0,252.7,4.9,1005.6,Cloudy
2018-04-26T13:00:00,13,0,257.0,5.1,1005.7,Partly cloudy
2018-04-26T14:00:00,12,0,254.6,5.6,1006.1,Cloudy
2018-04-26T15:00:00,12,0,253.8,6.1,1006.5,Cloudy
2018-04-26T16:00:00,12,0,260.3,6.3,1006.7,Partly cloudy
2018-04-26T17:00:00,12,0,258.8,6.4,1006.7,Cloudy
2018-04-26T18:00:00,12,0,259.6,6.5,1006.7,Cloudy
2018-04-26T19:00:00,11,0,257.5,6.6,1007.1,Cloudy
2018-04-26T20:00:00,10,0,255.1,6.1,1007.8,Cloudy
2018-04-26T21:00:00,9,0,250.4,5.5,1008.4,Cloudy
2018-04-26T22:00:00,9,0,249.9,5.7,1008.7,Cloudy
2018-04-26T23:00:00,9,0,248.6,5.5,1008.9,Cloudy
2018-04-27T00:00:00,8,0,242.0,4.5,1008.9,Cloudy
2018-04-27T01:00:00,8,0,234.0,4.2,1008.9,Partly cloudy
2018-04-27T02:00:00,7,0,230.5,4.7,1008.7,Clear sky
2018-04-27T03:00:00,6,0,227.5,3.8,1008.6,Clear sky
2018-04-27T04:00:00,6,0,229.7,3.8,1008.5,Clear sky
2018-04-27T05:00:00,5,0,229.5,3.4,1008.6,Clear sky
2018-04-27T06:00:00,5,0,228.3,3.2,1008.7,Clear sky
2018-04-27T07:00:00,5,0,225.3,3.1,1008.8,Clear sky
2018-04-27T08:00:00,9,0,235.4,4.2,1009.5,Clear sky
2018-04-27T09:00:00,10,0,236.0,4.6,1009.6,Clear sky
2018-04-27T10:00:00,12,0,234.6,5.0,1009.9,Fair
2018-04-27T11:00:00,14,0,242.3,5.6,1010.0,Partly cloudy
2018-04-27T12:00:00,14,0,244.2,5.3,1010.2,Partly cloudy
2018-04-27T13:00:00,15,0,241.7,5.2,1010.1,Partly cloudy
2018-04-27T14:00:00,14,0,246.5,4.9,1010.2,Partly cloudy
2018-04-27T15:00:00,14,0,245.8,4.9,1010.3,Cloudy
2018-04-27T16:00:00,15,0,249.5,4.5,1010.0,Cloudy
2018-04-27T17:00:00,14,0,248.0,4.2,1010.0,Cloudy
2018-04-27T18:00:00,14,0,245.3,4.0,1010.0,Cloudy
2018-04-27T19:00:00,13,0,244.4,3.6,1010.0,Cloudy
2018-04-27T20:00:00,13,0,252.7,3.0,1010.7,Cloudy
2018-04-27T21:00:00,13,0,232.9,1.9,1011.1,Cloudy
2018-04-27T22:00:00,12,0,232.0,2.8,1011.4,Cloudy
2018-04-27T23:00:00,11,0,255.4,2.4,1011.4,Cloudy
2018-04-28T00:00:00,11,0,283.9,1.8,1011.2,Cloudy
2018-04-28T01:00:00,10,0.1,342.9,1.0,1011.0,Light rain
2018-04-28T02:00:00,9,0.7,259.0,1.9,1010.9,Rain
2018-04-28T03:00:00,9,0.3,287.8,1.8,1010.7,Rain
2018-04-28T04:00:00,9,0,328.6,1.6,1010.4,Cloudy
2018-04-28T05:00:00,8,0,358.7,1.5,1010.1,Partly cloudy
2018-04-28T06:00:00,8,0,10.8,1.8,1010.1,Partly cloudy
2018-04-28T07:00:00,8,0,26.4,2.4,1010.2,Partly cloudy
2018-04-28T08:00:00,9,0,42.6,2.4,1010.9,Fair
2018-04-28T09:00:00,10,0,54.4,2.5,1011.1,Fair
2018-04-28T10:00:00,11,0,64.1,2.4,1011.2,Partly cloudy
2018-04-28T11:00:00,11,0,100.3,2.6,1011.3,Partly cloudy
2018-04-28T12:00:00,12,0,101.0,2.4,1011.4,Cloudy
2018-04-28T13:00:00,13,0,108.7,2.6,1011.3,Cloudy
2018-04-28T14:00:00,12,0,136.4,2.1,1011.9,Cloudy
2018-04-28T15:00:00,12,0,114.0,3.3,1011.7,Cloudy
2018-04-28T16:00:00,12,0.2,97.7,3.5,1011.5,Light rain
2018-04-28T17:00:00,11,0,43.7,3.6,1011.4,Cloudy
2018-04-28T18:00:00,11,0,36.1,4.2,1011.2,Cloudy
2018-04-28T19:00:00,10,0.1,37.0,3.7,1011.3,Light rain
2018-04-28T20:00:00,10,0.2,32.5,3.6,1011.1,Light rain
2018-04-28T21:00:00,9,0.2,29.6,3.0,1011.4,Light rain
2018-04-28T22:00:00,9,0,24.6,3.1,1011.3,Cloudy
2018-04-28T23:00:00,9,0,24.9,2.7,1011.2,Cloudy
2018-04-29T00:00:00,9,0,13.9,2.3,1011.4,Cloudy
2018-04-29T01:00:00,9,0,18.9,2.4,1011.5,Cloudy
2018-04-29T02:00:00,8,0,7.7,2.6,1011.2,Partly cloudy
2018-04-29T03:00:00,8,0,352.7,1.9,1011.2,Partly cloudy
2018-04-29T04:00:00,8,0,344.9,1.4,1011.3,Partly cloudy
2018-04-29T05:00:00,8,0,332.8,1.1,1011.2,Partly cloudy
2018-04-29T06:00:00,8,0,332.9,1.5,1011.3,Partly cloudy
2018-04-29T07:00:00,8,0,319.3,1.4,1011.7,Cloudy
2018-04-29T08:00:00,9,0,347.6,1.9,1012.4,Partly cloudy
2018-04-29T09:00:00,10,0,10.1,1.5,1012.7,Partly cloudy
2018-04-29T10:00:00,11,0,64.2,0.8,1013.2,Partly cloudy
2018-04-29T11:00:00,12,0,75.8,1.3,1013.4,Partly cloudy
2018-04-29T12:00:00,13,0,92.1,1.8,1013.4,Cloudy
2018-04-29T13:00:00,14,0,117.4,2.0,1013.3,Cloudy
2018-04-29T14:00:00,14,0,119.2,2.2,1013.0,Partly cloudy
2018-04-29T15:00:00,14,0,127.1,3.1,1012.9,Cloudy
2018-04-29T16:00:00,13,0,128.5,3.7,1012.8,Cloudy
2018-04-29T17:00:00,12,0,120.9,3.3,1012.7,Cloudy
2018-04-29T18:00:00,11,0,116.4,2.9,1012.4,Cloudy
2018-04-29T19:00:00,11,0,100.1,2.7,1012.5,Cloudy
2018-04-29T20:00:00,10,0,97.4,2.6,1012.5,Cloudy
2018-04-29T21:00:00,10,0,96.7,2.3,1012.6,Cloudy
2018-04-29T22:00:00,10,0,71.4,2.4,1012.4,Cloudy
2018-04-29T23:00:00,10,0,56.8,3.2,1011.9,Cloudy
2018-04-30T00:00:00,9,0,56.3,3.0,1011.7,Cloudy
2018-04-30T01:00:00,9,0,47.0,3.6,1011.4,Cloudy
2018-04-30T02:00:00,9,0,20.7,3.6,1010.7,Cloudy
2018-04-30T03:00:00,9,0,20.3,4.0,1009.6,Cloudy
2018-04-30T04:00:00,9,0,31.2,4.5,1008.8,Cloudy
2018-04-30T05:00:00,9,0,27.5,4.0,1008.3,Cloudy
2018-04-30T06:00:00,10,0,37.2,4.4,1007.9,Cloudy
2018-04-30T07:00:00,10,0,54.2,4.5,1007.6,Cloudy
2018-04-30T08:00:00,10,0,61.6,5.1,1006.5,Partly cloudy
2018-04-30T09:00:00,11,0,67.6,5.8,1005.6,Partly cloudy
2018-04-30T10:00:00,12,0,56.5,6.3,1004.7,Cloudy
2018-04-30T11:00:00,13,0,72.4,7.2,1004.3,Cloudy
2018-04-30T12:00:00,13,0,65.2,6.5,1003.4,Cloudy
2018-04-30T13:00:00,13,0,53.6,5.0,1002.6,Partly cloudy
